tariffCode,nico,authority,type,title,condition,mandatory,sourceUrl,sourceVersion,validFrom,validTo,notes
3001.90.08,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3001.90.99,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.12.01,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.12.04,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.12.07,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.12.08,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.12.09,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.12.99,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.13.01,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.13.05,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.13.99,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.14.02,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.15.02,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.15.03,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.15.99,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.41.01,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.41.02,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.41.03,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.41.04,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.41.05,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.41.06,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.41.99,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.42.01,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.49.01,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.49.99,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.51.01,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.59.99,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3002.90.99,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.10.01,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.20.01,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.20.99,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.31.02,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.39.01,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.39.99,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.41.01,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.42.01,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.43.01,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.49.01,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.49.02,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.49.03,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.49.99,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.60.91,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.90.01,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.90.02,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.90.03,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.90.04,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.90.08,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.90.09,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.90.10,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.90.11,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.90.12,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.90.13,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.90.14,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.90.15,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.90.16,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.90.17,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.90.18,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.90.19,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.90.20,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.90.21,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.90.22,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3003.90.99,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3004.10.01,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3004.10.99,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3004.20.01,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3004.20.02,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3004.20.03,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3004.20.99,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3004.31.02,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3004.32.01,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
3004.32.99,,SS,PERMIT,Registro Sanitario COFEPRIS / Permiso Sanitario Previo de Importación,Medicamentos y preparaciones farmacéuticas para uso humano,true,https://www.gob.mx/cofepris/documentos/bases-de-datos-de-licencias-sanitarias-de-insumos-para-la-salud,COFEPRIS-2026-DOF,2026-01-01,,Regulación Sanitaria COFEPRIS
